Name,Position,Market Value,Year,Team
Adam Green,Left-Back,€350k,2004,fulham fc
Moritz Volz,Right-Back,€3.00m,2004,fulham fc
Liam Rosenior,Right-Back,€500k,2004,fulham fc
Steed Malbranque,Central Midfield,€8.50m,2004,fulham fc
Papa Bouba Diop,Central Midfield,€6.00m,2004,fulham fc
Sylvain Legwinski,Central Midfield,€4.00m,2004,fulham fc
Lee Clark,Central Midfield,€2.80m,2004,fulham fc
Michael Timlin,Central Midfield,€50k,2004,fulham fc
Darren Pratley,Central Midfield,€50k,2004,fulham fc
Alex Lawless,Central Midfield,-,2004,fulham fc
Billy McKinlay,Other,€500k,2004,fulham fc
Malik Buari,Other,€100k,2004,fulham fc
Luís Boa Morte,Other,€3.50m,2004,fulham fc
Mark Pembridge,Other,€1.25m,2004,fulham fc
Sean Doherty,Other,€50k,2004,fulham fc
Claus Jensen,Attacking Midfield,€5.50m,2004,fulham fc
Andy Cole,Centre-Forward,€5.50m,2004,fulham fc
Tomasz Radzinski,Centre-Forward,€3.00m,2004,fulham fc
Collins John,Centre-Forward,€2.25m,2004,fulham fc
Brian McBride,Centre-Forward,€1.00m,2004,fulham fc
Elvis Hammond,Centre-Forward,€250k,2004,fulham fc
Stuart Noble,Centre-Forward,€75k,2004,fulham fc
Ismael Ehui,Centre-Forward,€50k,2004,fulham fc
Jussi Jääskeläinen,Goalkeeper,€5.50m,2004,bolton wanderers
Kevin Poole,Goalkeeper,€50k,2004,bolton wanderers
Andy Oakes,Goalkeeper,€50k,2004,bolton wanderers
Júlio César,Centre-Back,€3.50m,2004,bolton wanderers
Bruno N'Gotty,Centre-Back,€3.10m,2004,bolton wanderers
Radhi Jaïdi,Centre-Back,€1.85m,2004,bolton wanderers
Florent Laville,Centre-Back,€1.50m,2004,bolton wanderers
Tal Ben Haim,Centre-Back,€500k,2004,bolton wanderers
Charlie Comyn-Platt,Centre-Back,€50k,2004,bolton wanderers
Fernando Hierro,Centre-Back,-,2004,bolton wanderers
Vincent Candela,Left-Back,€4.00m,2004,bolton wanderers
Ricardo Gardner,Left-Back,€1.20m,2004,bolton wanderers
Anthony Barness,Left-Back,€1.13m,2004,bolton wanderers
Jason Talbot,Left-Back,€50k,2004,bolton wanderers
Nicky Hunt,Right-Back,€950k,2004,bolton wanderers
Joey O'Brien,Right-Back,-,2004,bolton wanderers
Iván Campo,Defensive Midfield,€3.00m,2004,bolton wanderers
Gary Speed,Central Midfield,€1.00m,2004,bolton wanderers
Blessing Kaku,Central Midfield,€800k,2004,bolton wanderers
Ricky Shakes,Other,€50k,2004,bolton wanderers
Jay-Jay Okocha,Attacking Midfield,€12.00m,2004,bolton wanderers
Kevin Nolan,Attacking Midfield,€3.75m,2004,bolton wanderers
Khalilou Fadiga,Left Winger,€2.80m,2004,bolton wanderers
Stelios Giannakopoulos,Right Winger,€2.50m,2004,bolton wanderers
Ricardo Vaz Tê,Right Winger,€500k,2004,bolton wanderers
El-Hadji Diouf,Centre-Forward,€6.50m,2004,bolton wanderers
Kevin Davies,Centre-Forward,€4.50m,2004,bolton wanderers
Henrik Pedersen,Centre-Forward,€2.00m,2004,bolton wanderers
Les Ferdinand,Centre-Forward,€750k,2004,bolton wanderers
Dean Kiely,Goalkeeper,€2.00m,2004,charlton athletic
Stephan Andersen,Goalkeeper,€1.00m,2004,charlton athletic
Rob Elliot,Goalkeeper,-,2004,charlton athletic
Chris Perry,Centre-Back,€4.40m,2004,charlton athletic
Talal El Karkouri,Centre-Back,€2.00m,2004,charlton athletic
Jonathan Fortune,Centre-Back,€1.00m,2004,charlton athletic
Mark Fish,Centre-Back,-,2004,charlton athletic
Paul Konchesky,Left-Back,€3.50m,2004,charlton athletic
Hermann Hreidarsson,Left-Back,€3.00m,2004,charlton athletic
Luke Young,Right-Back,€4.20m,2004,charlton athletic
Osei Sankofa,Right-Back,€50k,2004,charlton athletic
Radostin Kishishev,Defensive Midfield,€1.80m,2004,charlton athletic
Danny Murphy,Central Midfield,€5.30m,2004,charlton athletic
Matt Holland,Central Midfield,€4.00m,2004,charlton athletic
Neil McCafferty,Central Midfield,€75k,2004,charlton athletic
Bryan Hughes,Attacking Midfield,€2.00m,2004,charlton athletic
Jason Euell,Left Winger,€8.00m,2004,charlton athletic
Jerome Thomas,Left Winger,€600k,2004,charlton athletic
Stacy Long,Left Winger,€50k,2004,charlton athletic
Dennis Rommedahl,Right Winger,€4.00m,2004,charlton athletic
Lloyd Sam,Right Winger,€75k,2004,charlton athletic
Graham Stuart,Right Winger,-,2004,charlton athletic
Jonatan Johansson,Centre-Forward,€3.75m,2004,charlton athletic
Francis Jeffers,Centre-Forward,€3.00m,2004,charlton athletic
Kevin Lisbie,Centre-Forward,€2.50m,2004,charlton athletic
Shaun Bartlett,Centre-Forward,€1.50m,2004,charlton athletic
Russell Hoult,Goalkeeper,€1.25m,2004,west bromwich albion
Joe Murphy,Goalkeeper,€300k,2004,west bromwich albion
Tomasz Kuszczak,Goalkeeper,€300k,2004,west bromwich albion
Simon Miotto,Goalkeeper,€150k,2004,west bromwich albion
Martin Albrechtsen,Centre-Back,€3.50m,2004,west bromwich albion
Darren Purse,Centre-Back,€3.00m,2004,west bromwich albion
Riccardo Scimeca,Centre-Back,€1.75m,2004,west bromwich albion
Darren Moore,Centre-Back,€1.50m,2004,west bromwich albion
Neil Clement,Centre-Back,€1.25m,2004,west bromwich albion
Thomas Gaardsøe,Centre-Back,€800k,2004,west bromwich albion
Sekou Berthé,Centre-Back,€500k,2004,west bromwich albion
Lárus Orri Sigurdsson,Centre-Back,-,2004,west bromwich albion
Paul Robinson,Left-Back,€850k,2004,west bromwich albion
Kieran Richardson,Left-Back,€500k,2004,west bromwich albion
Bernt Haas,Right-Back,€1.50m,2004,west bromwich albion
Cosmin Contra,Right-Back,-,2004,west bromwich albion
Junichi Inamoto,Defensive Midfield,€2.25m,2004,west bromwich albion
Jonathan Greening,Central Midfield,€4.00m,2004,west bromwich albion
Richard Chaplow,Central Midfield,€2.50m,2004,west bromwich albion
Ronnie Wallwork,Central Midfield,€500k,2004,west bromwich albion
James O'Connor,Central Midfield,€300k,2004,west bromwich albion
Artim Sakiri,Other,€600k,2004,west bromwich albion
Lloyd Dyer,Other,€350k,2004,west bromwich albion
Zoltán Gera,Attacking Midfield,€3.00m,2004,west bromwich albion
Jason Koumas,Attacking Midfield,€2.50m,2004,west bromwich albion
Andy Johnson,Attacking Midfield,€2.00m,2004,west bromwich albion
Robert Earnshaw,Centre-Forward,€5.00m,2004,west bromwich albion
Nwankwo Kanu,Centre-Forward,€4.00m,2004,west bromwich albion
Scott Dobie,Centre-Forward,€2.50m,2004,west bromwich albion
Kevin Campbell,Centre-Forward,€1.50m,2004,west bromwich albion
Geoff Horsfield,Centre-Forward,€1.25m,2004,west bromwich albion
Rob Hulse,Centre-Forward,€1.00m,2004,west bromwich albion
Gábor Király,Goalkeeper,€2.75m,2004,crystal palace
Julián Speroni,Goalkeeper,€1.50m,2004,crystal palace
Lance Cronin,Goalkeeper,€50k,2004,crystal palace
Gonzalo Sorondo,Centre-Back,€2.50m,2004,crystal palace
Fitz Hall,Centre-Back,€2.00m,2004,crystal palace
Darren Ward,Centre-Back,€1.75m,2004,crystal palace
Tony Popovic,Centre-Back,€1.00m,2004,crystal palace
Darren Powell,Centre-Back,€350k,2004,crystal palace
Mark Hudson,Centre-Back,€200k,2004,crystal palace
Gary Borrowdale,Left-Back,€250k,2004,crystal palace
Danny Granville,Left-Back,€200k,2004,crystal palace
Emmerson Boyce,Right-Back,€300k,2004,crystal palace
Danny Butterfield,Right-Back,€150k,2004,crystal palace
Aki Riihilahti,Defensive Midfield,€1.25m,2004,crystal palace
Shaun Derry,Defensive Midfield,€750k,2004,crystal palace
Anthony Danze,Other,€400k,2004,crystal palace
Sam Togwell,Defensive Midfield,€75k,2004,crystal palace
Mikele Leigertwood,Defensive Midfield,€50k,2004,crystal palace
Ben Watson,Central Midfield,€50k,2004,crystal palace
Tom Soares,Central Midfield,€50k,2004,crystal palace
Vasilios Lakis,Other,€2.50m,2004,crystal palace
Tommy Black,Other,€350k,2004,crystal palace
Michael Hughes,Attacking Midfield,€600k,2004,crystal palace
Wayne Routledge,Left Winger,€2.25m,2004,crystal palace
Jobi McAnuff,Left Winger,€600k,2004,crystal palace
Joonas Kolkka,Right Winger,€1.75m,2004,crystal palace
Andy Johnson,Centre-Forward,€4.00m,2004,crystal palace
Nicola Ventola,Centre-Forward,€4.00m,2004,crystal palace
Sándor Torghelle,Centre-Forward,€2.25m,2004,crystal palace
Iván Kaviedes,Centre-Forward,€2.00m,2004,crystal palace
Neil Shipperley,Centre-Forward,€1.25m,2004,crystal palace
Dougie Freedman,Centre-Forward,€800k,2004,crystal palace
Wayne Andrews,Other,€500k,2004,crystal palace
Tyrone Berry,Centre-Forward,€50k,2004,crystal palace
Lewis Grabban,Centre-Forward,-,2004,crystal palace
Rob Green,Goalkeeper,€5.00m,2004,norwich city
Paul Gallacher,Goalkeeper,€500k,2004,norwich city
Darren Ward,Goalkeeper,€200k,2004,norwich city
Joe Lewis,Goalkeeper,€100k,2004,norwich city
Gary Doherty,Centre-Back,€1.80m,2004,norwich city
Craig Fleming,Centre-Back,€1.25m,2004,norwich city
Jason Shackell,Centre-Back,€300k,2004,norwich city
Adam Drury,Left-Back,€650k,2004,norwich city
Simon Charlton,Left-Back,€600k,2004,norwich city
Thomas Helveg,Right-Back,€2.75m,2004,norwich city
Marc Edworthy,Right-Back,€350k,2004,norwich city
Youssef Safri,Defensive Midfield,€850k,2004,norwich city
Shaun Derry,Defensive Midfield,€750k,2004,norwich city
Ryan Jarvis,Central Midfield,€1.00m,2004,norwich city
Gary Holt,Central Midfield,€600k,2004,norwich city
Damien Francis,Central Midfield,€550k,2004,norwich city
Phil Mulryne,Central Midfield,€500k,2004,norwich city
David Bentley,Other,€2.00m,2004,norwich city
Jim Brennan,Other,€800k,2004,norwich city
Paul McVeigh,Left Winger,€750k,2004,norwich city
Graham Stuart,Right Winger,-,2004,norwich city
Dean Ashton,Centre-Forward,€4.50m,2004,norwich city
Darren Huckerby,Centre-Forward,€2.25m,2004,norwich city
Mattias Jonson,Centre-Forward,€1.00m,2004,norwich city
Mathias Svensson,Centre-Forward,€1.00m,2004,norwich city
Leon McKenzie,Centre-Forward,€750k,2004,norwich city
Ian Henderson,Centre-Forward,€200k,2004,norwich city
Danny Crow,Centre-Forward,€50k,2004,norwich city
Petr Cech,Goalkeeper,€23.00m,2005,chelsea fc
Carlo Cudicini,Goalkeeper,€3.00m,2005,chelsea fc
Lenny Pidgeley,Goalkeeper,€100k,2005,chelsea fc
Yves Makabu-Makalambay,Goalkeeper,€75k,2005,chelsea fc
John Terry,Centre-Back,€30.00m,2005,chelsea fc
Ricardo Carvalho,Centre-Back,€17.50m,2005,chelsea fc
William Gallas,Centre-Back,€14.70m,2005,chelsea fc
Robert Huth,Centre-Back,€2.75m,2005,chelsea fc
Michael Mancienne,Centre-Back,€250k,2005,chelsea fc
Asier del Horno,Left-Back,€12.00m,2005,chelsea fc
Wayne Bridge,Left-Back,€7.75m,2005,chelsea fc
Paulo Ferreira,Right-Back,€13.00m,2005,chelsea fc
Glen Johnson,Right-Back,€4.00m,2005,chelsea fc
Michael Essien,Defensive Midfield,€28.00m,2005,chelsea fc
Claude Makélélé,Defensive Midfield,€9.00m,2005,chelsea fc
Lassana Diarra,Defensive Midfield,€3.00m,2005,chelsea fc
Frank Lampard,Central Midfield,€38.50m,2005,chelsea fc
Maniche,Central Midfield,€13.00m,2005,chelsea fc
Tiago Mendes,Central Midfield,€12.00m,2005,chelsea fc
Jimmy Smith,Central Midfield,-,2005,chelsea fc
Njitap Geremi,Other,€5.00m,2005,chelsea fc
Filipe Morais,Other,€100k,2005,chelsea fc
Joe Cole,Attacking Midfield,€16.50m,2005,chelsea fc
Arjen Robben,Right Winger,€25.70m,2005,chelsea fc
Shaun Wright-Phillips,Right Winger,€16.00m,2005,chelsea fc
Damien Duff,Right Winger,€15.00m,2005,chelsea fc
Didier Drogba,Centre-Forward,€24.50m,2005,chelsea fc
Hernán Crespo,Centre-Forward,€14.00m,2005,chelsea fc
Eidur Gudjohnsen,Centre-Forward,€12.00m,2005,chelsea fc
Carlton Cole,Centre-Forward,€3.00m,2005,chelsea fc
Edwin van der Sar,Goalkeeper,€5.00m,2005,manchester united
Tim Howard,Goalkeeper,€2.40m,2005,manchester united
Luke Steele,Goalkeeper,€1.30m,2005,manchester united
Rio Ferdinand,Centre-Back,€25.00m,2005,manchester united
Gabriel Heinze,Centre-Back,€16.25m,2005,manchester united
Nemanja Vidic‎,Centre-Back,€8.50m,2005,manchester united
John O'Shea,Centre-Back,€5.00m,2005,manchester united
Wes Brown,Centre-Back,€4.80m,2005,manchester united
Gerard Piqué,Centre-Back,€1.75m,2005,manchester united
Patrice Evra,Left-Back,€7.50m,2005,manchester united
Mikaël Silvestre,Left-Back,€6.75m,2005,manchester united
Kieran Richardson,Left-Back,€5.00m,2005,manchester united
Quinton Fortune,Left-Back,€2.25m,2005,manchester united
Adam Eckersley,Left-Back,-,2005,manchester united
Gary Neville,Right-Back,€7.00m,2005,manchester united
Phil Bardsley,Right-Back,€75k,2005,manchester united
Paul Scholes,Central Midfield,€11.00m,2005,manchester united
Alan Smith,Central Midfield,€7.00m,2005,manchester united
Darren Fletcher,Central Midfield,€6.40m,2005,manchester united
Liam Miller,Central Midfield,€1.25m,2005,manchester united
Ritchie Jones,Central Midfield,€50k,2005,manchester united
Roy Keane,Central Midfield,-,2005,manchester united
Darron Gibson,Central Midfield,-,2005,manchester united
Ryan Giggs,Other,€11.00m,2005,manchester united
Ji-sung Park,Attacking Midfield,€10.00m,2005,manchester united
Lee Martin,Attacking Midfield,€1.25m,2005,manchester united
Wayne Rooney,Centre-Forward,€36.00m,2005,manchester united
Ruud van Nistelrooy,Centre-Forward,€32.00m,2005,manchester united
Cristiano Ronaldo,Centre-Forward,€25.00m,2005,manchester united
Louis Saha,Centre-Forward,€12.00m,2005,manchester united
Giuseppe Rossi,Centre-Forward,€1.85m,2005,manchester united
Ole Gunnar Solskjær,Centre-Forward,€900k,2005,manchester united
Sylvan Ebanks-Blake,Centre-Forward,€300k,2005,manchester united
Fraizer Campbell,Centre-Forward,-,2005,manchester united
Jens Lehmann,Goalkeeper,€5.50m,2005,arsenal fc
Mart Poom,Goalkeeper,€1.00m,2005,arsenal fc
Manuel Almunia,Goalkeeper,€800k,2005,arsenal fc
Mark Howard,Goalkeeper,€125k,2005,arsenal fc
Sol Campbell,Centre-Back,€10.00m,2005,arsenal fc
Kolo Touré,Centre-Back,€10.00m,2005,arsenal fc
Philippe Senderos,Centre-Back,€6.00m,2005,arsenal fc
Pascal Cygan,Centre-Back,€1.40m,2005,arsenal fc
Johan Djourou,Centre-Back,€600k,2005,arsenal fc
Matthew Connolly,Centre-Back,€50k,2005,arsenal fc
Ashley Cole,Left-Back,€17.00m,2005,arsenal fc
Gaël Clichy,Left-Back,€2.00m,2005,arsenal fc
Laurén,Right-Back,€6.50m,2005,arsenal fc
Emmanuel Eboué,Right-Back,€4.50m,2005,arsenal fc
Justin Hoyte,Right-Back,€800k,2005,arsenal fc
Kerrea Gilbert,Right-Back,€200k,2005,arsenal fc
Gilberto Silva,Defensive Midfield,€7.75m,2005,arsenal fc
Mathieu Flamini,Defensive Midfield,€5.00m,2005,arsenal fc
Alex Song,Defensive Midfield,€4.00m,2005,arsenal fc
Cesc Fàbregas,Central Midfield,€13.50m,2005,arsenal fc
Abou Diaby,Central Midfield,€3.00m,2005,arsenal fc
Patrick Cregg,Central Midfield,€250k,2005,arsenal fc
Sebastian Larsson,Central Midfield,€175k,2005,arsenal fc
Fabrice Muamba,Central Midfield,€100k,2005,arsenal fc
Freddie Ljungberg,Other,€14.00m,2005,arsenal fc
Robert Pirès,Other,€9.00m,2005,arsenal fc
Aleksandr Hleb,Attacking Midfield,€11.25m,2005,arsenal fc
Quincy Owusu-Abeyie,Left Winger,€750k,2005,arsenal fc
José Antonio Reyes,Right Winger,€17.00m,2005,arsenal fc
Theo Walcott,Right Winger,€7.50m,2005,arsenal fc
Dennis Bergkamp,Other,€2.25m,2005,arsenal fc
Thierry Henry,Centre-Forward,€50.00m,2005,arsenal fc
Emmanuel Adebayor,Centre-Forward,€10.00m,2005,arsenal fc
Robin van Persie,Centre-Forward,€8.50m,2005,arsenal fc
Arturo Lupoli,Centre-Forward,€1.38m,2005,arsenal fc
Nicklas Bendtner,Centre-Forward,€350k,2005,arsenal fc
Anthony Stokes,Centre-Forward,€100k,2005,arsenal fc
Pepe Reina,Goalkeeper,€11.00m,2005,liverpool fc
Jerzy Dudek,Goalkeeper,€3.00m,2005,liverpool fc
Scott Carson,Goalkeeper,€1.75m,2005,liverpool fc
David Martin,Goalkeeper,€50k,2005,liverpool fc
Jamie Carragher,Centre-Back,€15.75m,2005,liverpool fc
Daniel Agger,Centre-Back,€6.50m,2005,liverpool fc
Sami Hyypiä,Centre-Back,€5.00m,2005,liverpool fc
Josemi,Centre-Back,€2.75m,2005,liverpool fc
Djimi Traoré,Centre-Back,€2.50m,2005,liverpool fc
Carl Medjani,Centre-Back,€1.00m,2005,liverpool fc
Zak Whitbread,Centre-Back,€700k,2005,liverpool fc
Miki Roqué,Centre-Back,€100k,2005,liverpool fc
John Arne Riise,Left-Back,€12.00m,2005,liverpool fc
Stephen Warnock,Left-Back,€1.80m,2005,liverpool fc
Jan Kromkamp,Right-Back,€5.00m,2005,liverpool fc
Steve Finnan,Right-Back,€5.00m,2005,liverpool fc
Antonio Barragán,Right-Back,€250k,2005,liverpool fc
David Raven,Right-Back,€150k,2005,liverpool fc
Xabi Alonso,Defensive Midfield,€21.50m,2005,liverpool fc
Mohamed Sissoko,Defensive Midfield,€7.50m,2005,liverpool fc
Dietmar Hamann,Defensive Midfield,€4.00m,2005,liverpool fc
Salif Diao,Defensive Midfield,€2.20m,2005,liverpool fc
Steven Gerrard,Central Midfield,€34.00m,2005,liverpool fc
David Mannix,Central Midfield,€250k,2005,liverpool fc
Darren Potter,Central Midfield,€100k,2005,liverpool fc
Paul Anderson,Other,-,2005,liverpool fc
Harry Kewell,Left Winger,€7.40m,2005,liverpool fc
Boudewijn Zenden,Left Winger,€4.00m,2005,liverpool fc
Luis García,Right Winger,€10.00m,2005,liverpool fc
Florent Sinama-Pongolle,Other,€2.00m,2005,liverpool fc
Djibril Cissé,Centre-Forward,€13.50m,2005,liverpool fc
Peter Crouch,Centre-Forward,€10.50m,2005,liverpool fc
Fernando Morientes,Centre-Forward,€10.00m,2005,liverpool fc
Milan Baros,Centre-Forward,€9.00m,2005,liverpool fc
Robbie Fowler,Centre-Forward,€4.50m,2005,liverpool fc
Anthony Le Tallec,Centre-Forward,€1.60m,2005,liverpool fc
Besian Idrizaj,Centre-Forward,-,2005,liverpool fc
Paul Robinson,Goalkeeper,€9.00m,2005,tottenham hotspur
Radek Cerny,Goalkeeper,€600k,2005,tottenham hotspur
Ledley King,Centre-Back,€12.50m,2005,tottenham hotspur
Michael Dawson,Centre-Back,€6.50m,2005,tottenham hotspur
Anthony Gardner,Centre-Back,€2.50m,2005,tottenham hotspur
Noé Pamarot,Centre-Back,€2.20m,2005,tottenham hotspur
Calum Davenport,Centre-Back,€1.50m,2005,tottenham hotspur
Goran Bunjevcevic,Centre-Back,€1.00m,2005,tottenham hotspur
Noureddine Naybet,Centre-Back,€1.00m,2005,tottenham hotspur
Young-pyo Lee,Left-Back,€4.30m,2005,tottenham hotspur
Erik Edman,Left-Back,€3.00m,2005,tottenham hotspur
Paul Stalteri,Right-Back,€4.00m,2005,tottenham hotspur
Stephen Kelly,Right-Back,€800k,2005,tottenham hotspur
Michael Carrick,Defensive Midfield,€6.50m,2005,tottenham hotspur
Tom Huddlestone,Defensive Midfield,€3.70m,2005,tottenham hotspur
Teemu Tainio,Defensive Midfield,€3.50m,2005,tottenham hotspur
Sean Davis,Defensive Midfield,€3.00m,2005,tottenham hotspur
Jermaine Jenas,Central Midfield,€12.70m,2005,tottenham hotspur
Edgar Davids,Central Midfield,€7.50m,2005,tottenham hotspur
Danny Murphy,Central Midfield,€6.00m,2005,tottenham hotspur
Pedro Mendes,Central Midfield,€3.00m,2005,tottenham hotspur
Michael Brown,Central Midfield,€3.00m,2005,tottenham hotspur
Johnnie Jackson,Central Midfield,€75k,2005,tottenham hotspur
Andy Reid,Other,€5.70m,2005,tottenham hotspur
Wayne Routledge,Left Winger,€2.80m,2005,tottenham hotspur
Aaron Lennon,Right Winger,€3.50m,2005,tottenham hotspur
Jermain Defoe,Centre-Forward,€12.20m,2005,tottenham hotspur
Robbie Keane,Centre-Forward,€10.70m,2005,tottenham hotspur
Mido,Centre-Forward,€10.50m,2005,tottenham hotspur
Frédéric Kanouté,Centre-Forward,€7.50m,2005,tottenham hotspur
Grzegorz Rasiak,Centre-Forward,€3.50m,2005,tottenham hotspur
Lee Barnard,Centre-Forward,€50k,2005,tottenham hotspur
Shay Given,Goalkeeper,€8.00m,2005,newcastle united
Steve Harper,Goalkeeper,€1.30m,2005,newcastle united
Tony Caig,Goalkeeper,€500k,2005,newcastle united
Jean-Alain Boumsong,Centre-Back,€7.50m,2005,newcastle united
Titus Bramble,Centre-Back,€4.30m,2005,newcastle united
Peter Ramage,Centre-Back,€2.00m,2005,newcastle united
Steven Taylor,Centre-Back,€2.00m,2005,newcastle united
Craig Moore,Centre-Back,€800k,2005,newcastle united
